koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_srad
FALSE POSITIVE,1,0,0,0,6.63449721,134.16545,1.246,22.982,919.1,85.25,1719,160.1,1,2.817
FALSE POSITIVE,0,1,0,1,1.50650136,132.98952,0.556,3.1126,66.9,0.8,1562,41.9,1,0.948
CANDIDATE,0,0,0,0,1.570592397,131.530377,0.031,0.623,214.4,1.37,1480,29.7,1,0.921
FALSE POSITIVE,1,0,0,0,43.142257,132.3007,1.179,61.73,283.2,37.88,706,30.5,1,1.769
CANDIDATE,0,0,0,0,11.9451376,142.3107,0.443,6.893,63.3,3.32,1337,12.4,1,4.163
FALSE POSITIVE,1,0,0,0,3.381607,132.92656,0.088,7.627,440.6,117.25,6037,16.6,1,59.437
FALSE POSITIVE,1,0,1,1,322.50741,350.3646,0.912,20.688,349.5,2.11,257,13.7,1,0.933
FALSE POSITIVE,1,0,0,0,373.8716,186.6688,0.246,16.78,382.7,2.19,279,10.3,2,1.116
FALSE POSITIVE,1,0,0,0,171.046664,293.02637,0.387,2.438,731,32.31,827,9.8,1,12.048
FALSE POSITIVE,0,1,0,0,0.799868354,131.997209,1.274,6.613,4928.8,34.7,1816,251.4,1,0.882
FALSE POSITIVE,1,0,0,0,345.7671,320.3812,0.391,15.38,212.7,2.5,336,12.3,4,1.702
FALSE POSITIVE,1,0,0,0,350.34114,184.81,0.01,16.97,1363.8,2.5,202,16.4,1,0.69
FALSE POSITIVE,1,0,0,0,363.97165,198.9835,1.394,5.702,1966,40.48,231,8.5,3,0.841
FALSE POSITIVE,1,0,0,0,395.23753,186.536,0.629,18.494,1298,3.17,225,13.4,4,0.841
FALSE POSITIVE,1,0,0,0,385.97241,315.6247,0.444,12.167,162,1.72,325,10.8,1,1.316
FALSE POSITIVE,1,0,0,0,89.667675,183.036,0.324,3.726,1415,78.77,1364,7,1,21.291
FALSE POSITIVE,0,1,1,0,2.183517999,132.692938,1.214,4.2703,1321.6,4633.66,9791,147.7,1,162.725
FALSE POSITIVE,0,0,1,0,9.4022333,134.8876,0.019,2.79,316,23.61,2309,9.8,1,13.874
FALSE POSITIVE,0,1,0,0,1.306220168,132.1122056,0.352,5.14519,481370,83.16,2095,2019.4,1,1.124
FALSE POSITIVE,0,1,0,0,25.70600117,156.644215,0.43,10.969,464960,67.11,579,2008.1,1,0.903
CANDIDATE,0,0,0,0,25.0032023,140.90106,0.756,5.498,64.1,1.47,837,12.6,1,1.685
FALSE POSITIVE,1,0,1,0,0.643703667,131.984908,0.036,0.801,172,1.48,2358,40.3,1,1.114
CANDIDATE,0,0,0,0,3.79437277,132.1265,0.05,2.289,83.2,1.36,1383,7.7,1,1.507
FALSE POSITIVE,0,0,1,1,7.04716175,132.7504,0.856,2.693,150.8,1.1,817,9.4,1,0.776
CANDIDATE,0,0,0,0,502.25648,162.5842,0.05,14.84,153.2,1.03,215,8.1,1,0.833
FALSE POSITIVE,1,0,1,1,0.609668222,131.934,0.135,2.836,287.6,1.35,1805,15.7,1,0.815
FALSE POSITIVE,0,0,1,0,7.02932339,134.66434,0.098,2.853,81.6,0.92,974,8.7,1,1.022
CONFIRMED,0,0,0,0,1.865114193,133.792344,0.785,0.4279,1124.8,0.66,455,56.9,2,0.148
FALSE POSITIVE,0,0,1,1,2.99540439,132.78128,1.179,6.172,223.2,65.37,2195,45.6,1,3.09
FALSE POSITIVE,0,1,0,0,0.784031658,133.38391,0.102,0.7773,352.2,1.55,1705,28.2,1,0.824
CONFIRMED,0,0,0,0,31.0033072,143.29085,0.151,5.253,645.2,2.72,616,22.1,1,1.071
CANDIDATE,0,0,0,0,19.18109525,141.37097,0.007,2.424,865.4,1.72,513,17.6,1,0.587
FALSE POSITIVE,0,0,0,1,1.213742728,131.74123,0.627,3.596,31.7,1.18,2599,20.3,1,1.987
CANDIDATE,0,0,0,0,225.48805,224.2023,0.817,19.46,379.9,1.7,267,11.6,1,0.782
FALSE POSITIVE,1,0,0,0,366.74866,308.3136,0.663,12.446,419.1,2.35,281,9.1,1,1.087
FALSE POSITIVE,1,0,1,1,0.93374894,131.526,0.457,4.637,226.2,0.18,433,9.3,1,0.116
FALSE POSITIVE,0,1,0,1,0.734548624,132.16826,0.747,2.207,58.6,0.84,2082,25.1,1,1.007
FALSE POSITIVE,1,0,0,0,317.99484,393.0306,0.405,7.28,719,2.22,241,8.4,1,0.82
FALSE POSITIVE,1,0,0,0,614.39054,332.5045,0.11,9.312,289.1,2.43,269,10.2,1,1.427
CANDIDATE,0,0,0,0,578.88761,219.2878,0.24,18.521,76.8,1.69,315,15.1,1,1.917
FALSE POSITIVE,1,0,0,0,238.561202,273.2378,0.732,11.9,260.2,5.75,568,16.4,6,3.308
CANDIDATE,0,0,0,0,218.771117,250.92469,0.95,3.201,140.1,250.2,1997,8.4,1,151.184
FALSE POSITIVE,1,0,0,0,370.2402,307.3322,1.239,31.46,1272.6,29.24,270,20.5,1,0.966
FALSE POSITIVE,0,1,1,1,1.6749812,131.79288,0.382,2.707,94,79.51,8986,8.9,1,84.461
FALSE POSITIVE,1,0,0,0,307.9473572,316.0192261,0.966,15,11296,76.66,492,16.5,7,4.461
FALSE POSITIVE,1,0,0,0,277.25118,400.0395,0.932,8.742,1517.4,5.02,304,15.3,1,1.048
FALSE POSITIVE,0,1,0,0,1.560158562,132.368518,0.712,3.4248,240160,45.91,1223,459.9,1,0.749
FALSE POSITIVE,0,1,0,1,8.65311903,134.30128,0.701,1.273,206.8,0.85,493,8.9,1,0.55
FALSE POSITIVE,0,0,1,1,1.288046428,132.00088,0.219,3.637,32.3,2.18,2945,20.3,1,3.871
FALSE POSITIVE,0,1,0,0,3.457078812,131.8058069,0.317,5.24058,315520,86.12,1603,6009,1,1.482
FALSE POSITIVE,1,0,1,0,0.776950288,132.0396,0.047,1.288,396,1.72,1882,25.8,1,0.865
FALSE POSITIVE,1,0,1,0,358.96247,295.9933,0.424,23.49,670.8,2.37,242,12.1,1,0.904
FALSE POSITIVE,1,0,1,0,358.96844,295.8289,0.151,21.71,807.8,2.7,263,13.3,1,0.947
CANDIDATE,0,0,0,0,8.4795266,138.1276,0.136,6.052,163.3,1.18,865,8,1,0.931
CONFIRMED,0,0,0,0,7.76845639,138.06602,0.353,3.689,217.8,1.35,841,23.6,1,0.917
FALSE POSITIVE,1,0,1,1,2.404556949,131.67616,0.97,7.4918,408.7,4.69,1958,147.1,1,1.775
FALSE POSITIVE,0,0,1,0,0.941603153,132.976171,0.93,1.1886,462.1,2.29,1608,46.2,1,0.837
CANDIDATE,0,0,0,0,7.16520428,132.96921,0.142,1.705,433.8,2.31,1034,17.6,1,1.103
FALSE POSITIVE,0,0,1,0,22.32423657,134.44763,0.965,3.669,1299.3,4.56,611,29.9,1,0.912
FALSE POSITIVE,1,0,0,0,375.408923,364.4869,0.529,11.438,87.3,4.48,858,15.3,1,4.528
FALSE POSITIVE,0,0,0,1,2.17812769,132.02922,0.533,1.645,61.7,0.78,1421,10.4,1,0.958
FALSE POSITIVE,1,0,1,1,0.93373895,132.4707,0.259,4.156,39.6,0.64,1993,10.5,1,1.006
FALSE POSITIVE,0,0,1,1,0.93373718,132.4634,0.29,2.582,18.9,0.48,2097,8.4,1,1.087
CANDIDATE,0,0,0,0,359.33831,152.5082,0.176,18.566,977.9,2.33,216,15.8,1,0.753
FALSE POSITIVE,1,0,0,0,213.201978,309.9395,0.214,15.396,696.9,1.91,221,12.9,1,0.752
FALSE POSITIVE,1,0,0,0,77.773042,168.8387,0.558,2.285,432.6,15.03,955,7.7,1,7.068
FALSE POSITIVE,1,0,0,0,381.782641,241.1226,1.204,4.52,367.6,55.75,384,8.6,1,2.29
FALSE POSITIVE,1,0,0,0,354.7897,434.394,0.449,12.62,81,0.47,134,9.2,1,0.515
FALSE POSITIVE,1,0,0,0,235.544698,191.2774,0.005,8.93,299.3,2.13,316,9.2,1,1.255
FALSE POSITIVE,1,0,0,0,293.38641,308.6624,0.537,15.23,94.9,1.35,347,13.4,1,1.34
FALSE POSITIVE,1,0,0,0,677.56282,214.2391,0.537,10.53,631,2.24,190,8.5,1,0.872
CANDIDATE,0,0,0,0,66.716453,150.0569,0.548,3.855,626,2.2,402,8.1,1,0.859
FALSE POSITIVE,1,0,0,0,371.21205,307.6693,0.357,19.95,719.9,2.55,259,12.9,1,0.94
FALSE POSITIVE,1,0,0,0,190.783023,213.6601,0.088,4.069,1385,71.66,989,9.5,1,19.813
FALSE POSITIVE,0,1,0,0,5.270733213,136.180853,0.428,2.7822,293640,37.93,693,553,1,0.678
FALSE POSITIVE,1,0,0,0,11.02520205,131.715631,0.439,12.8097,429760,164.02,1294,2585.5,1,2.3
CANDIDATE,0,0,0,0,219.20579,327.891,0.517,14.5,207.8,2.66,456,15.2,1,1.785
FALSE POSITIVE,1,0,0,0,58.873429,153.9076,0,17.487,226470,76.18,679,106.8,1,1.568
CANDIDATE,0,0,0,0,23.266633,132.4386,0.092,8.315,49.9,2.66,1156,11.4,1,3.775
FALSE POSITIVE,1,0,1,0,0.687506554,131.85964,0.085,1.441,130.3,8.73,4748,14.4,1,7.906
FALSE POSITIVE,1,0,0,0,472.071079,310.7718,0.388,5.759,252.6,2.01,268,6.4,1,1.253
CONFIRMED,0,0,0,0,57.6896212,139.92753,0.924,5.118,1626.6,5.14,512,30.2,1,1.049
CONFIRMED,0,0,0,0,12.90467523,144.32009,0.553,3.28,412.4,1.49,545,21.2,1,0.722
CONFIRMED,0,0,0,0,24.3344939,147.41892,0.017,6.557,323.1,1.74,647,18.1,1,0.967
CONFIRMED,0,0,0,0,0.984941669,133.31801,0.045,1.9724,81.4,1.49,2335,22.9,1,1.662
CONFIRMED,0,0,0,0,48.4313003,141.45612,0.846,4.03,886.4,2.78,396,17.3,1,0.805
FALSE POSITIVE,0,0,1,1,0.9337491,132.449,0.084,3.842,98.1,0.79,1662,12.6,1,0.808
FALSE POSITIVE,0,0,1,1,0.93374417,132.44559,0.277,3.385,31.3,0.64,2126,9.9,1,1.131
FALSE POSITIVE,0,0,1,1,0.9337465,131.5267,0.167,3.629,49.9,0.63,1863,11.6,1,0.887
FALSE POSITIVE,0,0,1,1,0.93371631,131.5435,0.401,4.344,61.3,0.7,1743,10.3,1,0.883
FALSE POSITIVE,1,0,0,0,260.02265,329.8262,0.842,12.009,2060.7,3.13,217,25.7,6,0.608
FALSE POSITIVE,1,0,1,0,443.66,523.348,1.194,7.99,360.7,33.2,331,6.3,1,1.433
FALSE POSITIVE,0,0,1,0,72.6549842,170.59195,1.141,5.503,389.3,34.52,699,22.1,1,1.96
FALSE POSITIVE,1,0,0,0,379.42818,358.9906,0.006,11.24,403.9,1.89,252,11.1,1,0.945
FALSE POSITIVE,1,0,0,0,371.90464,308.9957,0.922,25.36,519.1,2.88,271,14.4,1,1.045
FALSE POSITIVE,1,0,0,0,362.85801,152.6104,0.626,17.03,151.6,1.9,353,10.1,1,1.471
FALSE POSITIVE,1,0,0,0,384.558321,160.73276,0.947,4.76,1330,14.33,382,10.1,1,3
FALSE POSITIVE,1,0,0,0,397.72733,264.7499,0.013,11.683,232.8,1.48,253,9,1,0.973
FALSE POSITIVE,0,1,0,0,17.52782681,144.5700534,0.567,5.78491,347520,49.36,554,2450.1,1,0.732
FALSE POSITIVE,0,1,1,0,0.604755462,131.84831,0.039,1.3741,334.5,1.29,1598,40.3,1,0.726
CANDIDATE,0,0,0,0,5.21395046,135.7252,0.195,3.188,78.5,1.24,1201,8.6,1,1.412
FALSE POSITIVE,0,1,0,0,7.002865192,136.013297,0.358,5.90232,349700,75.09,1197,8168.6,1,1.216
CANDIDATE,0,0,0,0,455.62395,581.8806,0.335,13.07,1112.1,3,228,14,1,0.892
FALSE POSITIVE,1,0,0,0,508.807642,368.34861,0.016,4.495,2127,39.59,595,14.8,1,8.811
CANDIDATE,0,0,0,0,5.4398033,135.1594,0.136,3.256,85.5,1,1112,8.4,1,1.08
FALSE POSITIVE,0,0,1,1,1.52593737,132.6849,0.681,1.958,159.1,1.39,1697,9.6,1,1.038
FALSE POSITIVE,1,0,1,1,373.74691,259.9281,0.834,28.37,622.3,2.65,260,16.2,1,0.945
FALSE POSITIVE,1,0,0,0,1.456383399,132.71661,1.169,11.838,212.2,52.87,2721,94,1,2.646
CANDIDATE,0,0,0,0,188.881049,280.06822,0.504,1.49,325.8,1.86,330,12.9,1,0.999
FALSE POSITIVE,0,1,0,0,1.07383154,132.0326,1.198,4.846,31355,137.54,3791,137.3,1,2.859
FALSE POSITIVE,0,0,1,0,2.9322509,133.7648,0.457,2.931,181.2,1.33,1312,13.1,1,0.966
FALSE POSITIVE,0,0,1,1,4.98845099,133.74684,0.041,7.453,193.9,1.33,1055,23.3,1,0.961
CONFIRMED,0,0,0,0,0.664074145,133.40285,0.525,1.0925,212.6,1.19,1703,20.9,1,0.797
FALSE POSITIVE,0,1,0,0,0.328686504,132.77146,0.233,0.8592,171.9,1.11,2324,26.8,1,0.847
FALSE POSITIVE,1,0,1,1,0.93376131,132.4342,0.312,3.747,55.6,0.61,1682,10.5,1,0.82
FALSE POSITIVE,0,0,0,1,0.93376021,132.4413,0.297,3.182,56.5,0.4,1019,9.5,1,0.54
FALSE POSITIVE,1,0,1,1,0.93373591,132.46,0.21,4.517,35.1,0.57,1904,10.8,1,0.95
FALSE POSITIVE,0,0,1,1,0.93374911,132.4534,0.505,3.504,57.8,0.66,1793,8.4,1,0.846
FALSE POSITIVE,1,0,0,0,312.61007,325.3776,0.601,14.85,438.7,2.01,258,11.9,1,0.925
FALSE POSITIVE,1,0,0,0,429.60143,269.5261,0.025,18.11,1001.4,2.74,223,12.2,2,0.877
FALSE POSITIVE,1,0,0,0,197.37704,306.7686,1.277,18.71,226.2,84.37,815,15.1,7,2.677
FALSE POSITIVE,1,0,0,0,203.8406,250.6264,0.04,9.33,227.4,2.41,385,8.6,8,1.616
FALSE POSITIVE,0,0,1,0,14.395425,140.977,0.398,5.12,115.4,0.85,672,9.4,1,0.782
FALSE POSITIVE,1,0,0,0,231.157554,346.94896,0.749,8.489,845.6,37.37,789,17.4,1,11.839
FALSE POSITIVE,1,0,0,0,495.06538,245.567,0.341,21.09,417,2,236,13.2,1,0.969
FALSE POSITIVE,1,0,0,0,595.78152,363.7685,0.164,15.97,84.9,1.18,245,10.6,1,1.288
FALSE POSITIVE,1,0,0,0,365.709623,183.4903,0.338,13.553,1033.4,26.93,604,15.1,1,8.522
FALSE POSITIVE,0,1,0,0,7.841066931,136.5883392,0.579,5.47901,342090,56.33,876,3314.7,1,0.829
FALSE POSITIVE,0,1,0,0,2.213964145,132.565776,0.634,6.7598,123360,57.06,1891,951.4,1,1.514
FALSE POSITIVE,0,1,0,0,2.525386934,133.913493,0.934,3.71613,124880,67.24,1701,1003,1,1.233
FALSE POSITIVE,0,1,0,0,1.587485742,132.138538,0.259,7.7489,246570,41.52,1460,996.8,1,0.821
FALSE POSITIVE,1,0,0,0,488.67353,519.7805,0.432,12.35,691,2.03,188,8.2,1,0.772
FALSE POSITIVE,1,0,1,1,322.48381,189.1585,0.938,22.99,1023.4,3.5,259,27,1,0.881
FALSE POSITIVE,0,0,1,0,0.474811162,132.20477,0.44,1.169,205.2,1.28,2206,17.4,1,0.878
FALSE POSITIVE,0,1,1,0,0.664727127,131.63516,0.382,1.561,16.2,0.46,2343,7.6,1,1.116
FALSE POSITIVE,0,0,1,1,1.33250451,132.1018,0.295,4.143,27.4,0.62,1993,11.6,1,1.157
FALSE POSITIVE,1,0,0,0,333.486169,153.61501,0.214,3.199,639.1,19.3,557,14,1,7.824
FALSE POSITIVE,1,0,0,0,321.02094,179.7137,0.295,7.51,592.9,1.96,232,8.5,1,0.81
FALSE POSITIVE,1,0,0,0,424.623345,218.25955,0.819,9.666,5132.1,8.13,265,60.2,1,1.017
FALSE POSITIVE,1,0,0,0,145.750554,199.6247,0.017,13.999,385.6,15.34,748,17,1,8.038
FALSE POSITIVE,0,1,1,1,1.28805834,131.9914,0.214,3.419,92.6,1.08,1736,28.1,1,1.132
FALSE POSITIVE,0,1,1,0,0.777663575,131.52537,0.204,1.1741,134.3,0.95,1816,28.1,1,0.812
CANDIDATE,0,0,0,0,3.84822189,131.9185,0.368,2.013,203.9,1.72,1283,17.6,1,1.193
CONFIRMED,0,0,0,0,2.79590004,132.72971,0.638,2.056,383.7,1.66,1090,16.3,4,0.81
CANDIDATE,0,0,0,0,3.375716723,134.21319,0.982,1.5436,175.7,2.34,1472,20.2,1,1.282
FALSE POSITIVE,1,0,0,0,0.573762943,131.80193,0.13,2.196,48.3,0.39,1538,8.5,1,0.571
FALSE POSITIVE,0,1,0,0,1.072934147,132.293066,1.009,4.50475,96883,81.42,2523,949,1,1.523
FALSE POSITIVE,0,0,1,1,2.61854596,133.9991,0.033,4.866,19.7,1.18,2008,8.1,1,2.682
FALSE POSITIVE,1,0,0,1,1.105123883,132.51976,0.685,3.001,66.7,0.83,1755,20.7,1,0.959
FALSE POSITIVE,1,0,0,0,212.760495,254.4527,0.036,3.703,195.8,2.8,485,9.2,1,1.976
FALSE POSITIVE,1,0,0,0,73.836858,174.0088,0.8,19.722,231.2,25.09,1143,13.1,3,14.706
FALSE POSITIVE,1,0,0,0,402.41511,512.3896,0.281,5.156,780.6,2.52,253,9.5,1,0.889
FALSE POSITIVE,1,0,0,0,369.28177,233.4368,1.297,26.96,1017.7,34.25,250,13,1,0.951
FALSE POSITIVE,1,0,0,0,462.463589,583.10723,0.386,5.007,1024.3,8.92,355,13.2,1,2.799
CANDIDATE,0,0,0,0,490.63941,561.5837,0.015,16.5,268.8,7.67,412,9.6,1,4.817
CANDIDATE,0,0,0,0,331.55459,237.2754,0.001,5.35,288.7,1.36,240,6.7,1,0.801
FALSE POSITIVE,0,1,0,0,0.939375593,132.016859,0.987,2.8424,100890,52.18,1936,317.3,1,0.978
FALSE POSITIVE,0,1,0,0,53.64708486,152.97204,0.432,19.9499,219100,142.04,753,3272.4,1,2.943
CANDIDATE,0,0,0,0,7.7021729,138.4181,0.509,3.987,74.6,0.85,888,9.5,1,0.969
FALSE POSITIVE,1,0,0,0,0.449249224,1472.522306,0.494,4.7565,419440,95.83,2941,1194.9,2,1.299
FALSE POSITIVE,0,1,0,0,1.613014741,131.7482916,0.882,4.39594,152120,157.33,3145,1096.1,1,2.779
CONFIRMED,0,0,0,0,384.847556,314.97,0.059,9.969,189.9,1.09,220,12.3,1,0.798
FALSE POSITIVE,0,1,0,0,1.549979213,132.675027,0.486,7.5945,370550,136.64,2141,672.7,1,2.058
FALSE POSITIVE,0,0,1,0,125.288206,252.0979,0.066,3.695,241.6,1.5,363,9.4,1,0.973
FALSE POSITIVE,0,1,0,0,533.47707,245.3651,0.418,23.71,210.6,2.6,315,15.3,1,1.759
FALSE POSITIVE,0,0,1,0,0.603086711,131.664075,1.251,1.0869,1242.8,36,2459,170,1,1.134
FALSE POSITIVE,1,0,0,1,0.93378068,132.4123,0.251,3.706,72.7,0.63,1427,9.2,1,0.753
FALSE POSITIVE,0,0,1,1,0.93374635,131.5163,0.096,3.074,34.3,0.63,1895,7.3,1,1.094
CANDIDATE,0,0,0,0,384.37706,309.208,0.901,15.139,1204.9,50.93,676,22.6,1,12.023
FALSE POSITIVE,1,0,0,0,372.086704,404.89901,1.266,3.686,2494,38.4,283,18,1,1.093
FALSE POSITIVE,1,0,1,0,0.93372261,131.5423,0.534,3.052,31.2,0.59,1949,8.2,1,1.017
FALSE POSITIVE,1,0,1,1,0.9438885,132.2865,0.649,2.592,35.8,1.45,3158,8.3,1,2.297
FALSE POSITIVE,1,0,1,0,1.56859048,131.64081,1.198,11.591,280.6,23.41,1693,43.3,1,1.002
CANDIDATE,0,0,0,0,8.98826122,138.83733,0.92,4.96,160.8,1.39,864,14.5,1,0.906
CANDIDATE,0,0,0,0,21.1181653,133.59196,0.675,9.734,112.7,2.89,1110,26.3,1,2.566
CONFIRMED,0,0,0,0,46.82767725,136.74468,0.393,1.9033,1537.7,2.13,276,32.4,3,0.537
CONFIRMED,0,0,0,0,7.203855862,170.285731,0.037,2.5418,1765.9,2.25,509,101.1,1,0.539
CONFIRMED,0,0,0,0,7.256962446,134.023923,0.676,4.9402,463.2,3.53,1163,168.3,1,1.549
CANDIDATE,0,0,0,0,395.13138,162.7395,0.45,21.291,126.4,0.97,208,14.4,2,0.869
CANDIDATE,0,0,0,0,0.770658979,131.83206,0.444,1.401,83.5,0.68,1548,11.7,1,0.739
CANDIDATE,0,0,0,0,4.6318914,133.7073,0.395,3.88,50.9,0.64,1060,9.2,1,0.887
CANDIDATE,0,0,0,0,362.13187,369.541,0.397,5.59,849,2.23,208,8.2,1,0.766
FALSE POSITIVE,0,1,1,1,0.786483923,131.84261,1.139,7.035,233.3,21.66,2408,104.2,1,1.282
CANDIDATE,0,0,0,0,3.65034525,133.63577,0.289,1.527,253.2,0.72,578,6,4,0.45
CANDIDATE,0,0,0,0,43.9438891,144.143,0.523,5.26,154.8,1.12,505,9.7,1,0.875
FALSE POSITIVE,0,0,1,1,40.244826,161.3679,0.022,4.303,192.9,115.94,3302,16.8,1,89.878
FALSE POSITIVE,1,0,0,0,380.294204,355.6712,0.519,12.351,730.5,2.27,229,15,1,0.822
FALSE POSITIVE,1,0,0,0,315.81065,172.543,0.094,23.66,541.6,1.82,212,11.6,2,0.81
FALSE POSITIVE,1,0,0,0,527.68601,176.6176,0.011,4.817,602,2,203,6.8,1,0.824
CANDIDATE,0,0,0,0,309.191789,326.2209,0.155,11.392,122.8,1.96,383,10.5,1,1.754
FALSE POSITIVE,1,0,0,0,99.299502,138.7153,0.526,3.631,408.5,5.4,682,6.6,1,2.578
FALSE POSITIVE,0,0,1,0,371.47786,341.9634,0.128,12.3,264.9,1.2,203,8.6,2,0.754
CANDIDATE,0,0,0,0,400.11482,316.2642,0.066,12.37,113.4,0.95,226,6.7,1,0.911
FALSE POSITIVE,1,0,0,0,0.510804497,131.88057,0.81,2.539,42.7,1.58,3622,15.4,1,2.176
FALSE POSITIVE,0,1,0,0,4.00770453,134.8009815,0.835,5.50884,168780,92.08,1699,1753.5,1,1.631
FALSE POSITIVE,0,1,0,0,4.254417651,133.8376474,1.165,6.55436,294550,133.79,1360,2074.5,1,1.235
FALSE POSITIVE,0,0,1,1,0.790049989,132.11148,0.185,2.794,70.8,0.67,1724,12.3,1,0.808
CANDIDATE,0,0,0,0,8.5073512,135.8115,0.223,2.266,209.5,1.38,891,8.9,1,0.955
FALSE POSITIVE,1,0,0,0,406.45737,230.8834,0.428,9.554,284.2,1.96,278,12.7,1,1.141
FALSE POSITIVE,0,0,1,0,3.06026014,132.762,0.675,2.545,59.9,0.83,1284,10.1,1,1.01
FALSE POSITIVE,1,0,0,0,3.54828691,131.83563,0.036,3.281,70.9,1.69,1795,9.9,1,1.987
CANDIDATE,0,0,0,0,0.719741,131.898,0.275,2.628,32.2,0.57,2074,6.5,5,0.993
FALSE POSITIVE,1,0,0,0,6.0962602,134.9875,0.787,10.4,30.4,0.62,1048,10,1,1.03
CANDIDATE,0,0,0,0,8.2766028,131.7601,0.638,4.834,73.1,2.48,1623,10,1,2.753
FALSE POSITIVE,1,0,0,0,234.524445,346.4227,0.741,3.9,876,2.33,226,6.8,1,0.727
CANDIDATE,0,0,0,0,302.34971,418.9534,0.468,4.978,622.3,1.98,208,8,1,0.794
CANDIDATE,0,0,0,0,43.9088053,169.335,0.272,6.265,297.8,7.33,885,13.7,1,4.303
CANDIDATE,0,0,0,0,5.61357653,131.81669,0.119,2.905,162.3,1.41,1165,15.2,2,1.101
CONFIRMED,0,1,0,0,92.7495777,173.27975,0.019,5.506,1105.1,1.87,240,18,2,0.582
FALSE POSITIVE,1,0,0,0,29.3657204,135.07289,0.954,8.7303,74936,51.33,685,808.9,1,1.195
FALSE POSITIVE,1,0,1,0,1.035329922,132.3319,1.243,3.8022,992.8,105.66,3654,178,1,3.512
FALSE POSITIVE,0,0,1,1,3.04463691,132.4477,0.322,6.656,47,0.68,1321,10.4,1,0.98
CANDIDATE,0,0,0,0,377.67241,221.098,0.107,15.82,514.8,1.37,187,10.2,1,0.615
FALSE POSITIVE,1,0,0,0,383.937324,299.28884,0.011,2.884,627.7,7.9,389,10.8,1,3.207
CANDIDATE,0,0,0,0,10.7781558,134.7939,0.009,3.005,121.3,1.24,942,7.9,1,1.123
FALSE POSITIVE,0,0,1,0,4.17363793,134.20036,0.597,2.738,49.7,2.52,2197,10.5,1,3.41
FALSE POSITIVE,1,0,0,0,244.58323,159.3552,0.483,12.822,408.3,2.33,328,7.1,1,1.125
FALSE POSITIVE,1,0,0,0,185.83013,295.002,0.037,10.14,72.6,1.01,370,8.1,1,1.187
FALSE POSITIVE,1,0,0,0,363.346158,175.9438,0.29,4.911,896,22.36,537,10.7,1,7.619
FALSE POSITIVE,1,0,0,0,303.91225,277.1238,0.504,15.37,479.5,1.97,242,12.4,1,0.887
FALSE POSITIVE,1,0,0,0,539.214259,439.5039,0.001,3.464,300.6,2.04,265,7.8,1,1.171
FALSE POSITIVE,1,0,0,0,343.56446,203.9865,0.433,18.94,179.6,1.8,298,8.4,1,1.326
FALSE POSITIVE,1,0,0,0,54.432903,154.9178,0.099,3.554,307.6,1.41,404,7.7,1,0.827
FALSE POSITIVE,1,0,0,0,235.20613,291.0893,0.297,6.989,642,1.71,230,6.8,1,0.679
FALSE POSITIVE,0,1,0,0,1.721313779,132.5318957,0.315,3.54768,534620,83.69,1627,742.8,1,1.073
FALSE POSITIVE,0,1,0,0,2.015152464,132.1127635,0.308,8.17997,561690,132.05,2107,4129.6,1,1.649
FALSE POSITIVE,0,1,0,0,14.44312745,139.3903174,0.98,8.33598,41685,92.28,1182,2186,1,2.736
FALSE POSITIVE,0,1,0,0,3.79654367,133.2353,1.081,11.4071,70781,159.34,2577,283.7,2,3.07
CANDIDATE,0,0,0,0,1.58487898,132.69772,0.417,1.791,42.9,0.37,943,9.3,1,0.566
FALSE POSITIVE,0,0,1,1,0.805267592,132.09128,0.082,0.887,146.6,1.35,2165,9.8,1,1.1
FALSE POSITIVE,1,0,1,1,3.7228679,134.635,0.8,9.557,52.1,0.74,1182,9.8,1,0.927
FALSE POSITIVE,1,0,0,0,0.56678228,131.8571,0.153,4.725,146.8,0.88,1661,15.1,1,0.749
FALSE POSITIVE,0,0,1,1,1.71024931,131.6423,0.508,2.833,98.6,1.2,1766,9.4,1,1.171
CANDIDATE,0,0,0,0,5.3360574,132.605,0.006,3.877,54.7,1.52,1667,7,1,2.032
FALSE POSITIVE,1,0,0,0,309.933134,141.9846,0.73,7.165,176.1,1.8,319,8.3,1,1.262
FALSE POSITIVE,1,0,0,0,375.17737,260.4516,0.405,20.52,1230,3.64,264,13.7,1,1.024
FALSE POSITIVE,0,0,1,0,1.65746034,131.6967,0.193,4.572,22.9,0.54,1663,9.1,1,1.13
FALSE POSITIVE,1,0,0,0,508.04103,361.7222,0.476,5.398,371.7,1.89,217,9.9,1,0.965
CANDIDATE,0,0,0,0,8.16733851,136.20356,0.801,3.337,104.9,1.03,865,14.8,2,0.902
CANDIDATE,0,0,0,0,6.46004728,135.96779,0.828,1.979,394.2,1.8,883,17,2,0.804
CANDIDATE,0,0,0,0,7.0956395,135.0007,0.06,3.465,108.1,1.2,989,10.5,2,1.174
CONFIRMED,0,0,0,0,5.53609368,131.88286,0.791,2.2942,1223.3,2.2,566,22.6,1,0.564
FALSE POSITIVE,0,0,1,0,20.004714,139.0639,0.18,2.952,115.7,0.89,577,6.7,1,0.848
